Year	Grid	Season	Tag	Mass	Status
Y2016	HE	September	E9555	18	None
Y2016	HE	September	E9556	16	None
Y2016	HE	September	E9558	25	None
Y2016	HE	October	E9560	20	None
Y2016	HE	August	E9689	26	None
Y2007	TE	June	E974	22	None
Y2007	TE	July	E974	25	None
Y2007	TE	August	E990	22	None
Y2007	TE	September	E990	19	None
Y2007	TE	June	E997	25	None
Y2007	TE	July	E997	27	None
Y2007	TE	August	E997	27	None
Y2007	TE	September	E997	25	None
Y2007	TE	September	E997	23	None
Y2007	TE	October	E997	24	None
Y2016	TC	October	H_932	21	None
Y2007	TC	June	H002	25	None
Y2007	TC	July	H002	25	None
Y2007	TC	June	H006	27	None
Y2007	TC	July	H006	27	None
Y2007	TC	August	H006	28	None
Y2007	TC	September	H006	25	None
Y2007	TC	October	H006	25	None
Y2007	TC	June	H014	29	None
Y2007	TC	July	H014	27	None
Y2007	TC	August	H014	27	None
Y2007	TC	September	H014	24	None
Y2007	TC	September	H014	23	None
Y2007	TC	October	H014	24	None
Y2007	TC	June	H019	23	None
Y2007	TC	August	H025	16	None
Y2007	TC	September	H025	17	None
Y2007	TC	September	H025	20	None
Y2007	TC	October	H025	21	None
Y2007	TC	June	H026	17	None
Y2007	TC	July	H026	18	None
Y2007	TC	August	H026	18	None
Y2007	TC	September	H026	18	None
Y2007	TC	August	H029	19	None
Y2007	TC	September	H029	19	None
Y2007	TC	July	H031	18	None
Y2007	TC	August	H034	21	None
Y2007	TC	September	H034	21	None
Y2007	TC	September	H034	20	None
Y2007	TC	June	H041	15	None
Y2007	TC	August	H041	16	None
Y2007	TC	September	H041	17	None
Y2007	TC	September	H041	16	None
Y2007	TC	July	H043	18	None
Y2007	TC	August	H043	19	None
Y2007	TC	September	H043	18	None
Y2007	TC	September	H043	20	None
Y2007	TC	October	H043	20	None
Y2007	TC	August	H048	17	None
Y2007	TC	August	H050	15	None
Y2007	TC	July	H051	20	None
Y2007	TC	August	H051	20	None
Y2007	TC	September	H051	19	None
Y2007	TC	October	H051	25	None
Y2007	TC	June	H052	20	None
Y2007	TC	July	H052	20	None
Y2007	TC	June	H054	18	None
Y2007	TC	July	H054	22	None
Y2007	TC	October	H054	22	None
Y2007	TC	June	H056	23	None
Y2007	TC	July	H056	23	None
Y2007	TC	August	H056	25	None
Y2007	TC	September	H056	22	None
Y2007	TC	October	H056	24	None
Y2007	TC	June	H057	25	None
Y2007	TC	July	H057	25	None
Y2007	TC	August	H057	23	None
Y2007	TC	September	H057	21	None
Y2007	TC	September	H057	22	None
Y2007	TC	August	H064	17	None
Y2007	TC	September	H064	18	None
Y2007	TC	October	H064	19	None
Y2007	TC	August	H068	20	None
Y2007	TC	September	H068	20	None
Y2007	TC	October	H068	23	None
Y2007	TC	August	H070	18	None
Y2007	TC	October	H070	18	None
Y2007	TC	June	H071	22	None
Y2007	TC	July	H071	22	None
Y2007	TC	August	H071	19	None
Y2007	TC	September	H071	23	None
Y2007	TC	October	H071	24	None
Y2007	TC	August	H072	18	None
Y2007	TC	June	H074	16	None
Y2007	TC	June	H075	17	None
Y2007	TC	July	H075	20	None
Y2007	TC	August	H075	24	None
Y2007	TC	September	H075	19	None
Y2007	TC	July	H086	17	None
Y2007	TC	September	H087	23	None
Y2007	TC	September	H087	20	None
Y2007	TC	October	H087	22	None
Y2007	TC	June	H093	19	None
Y2007	TC	July	H093	20	None
Y2007	TC	August	H093	22	None
Y2007	TC	September	H093	22	None
Y2007	TC	September	H093	21	None
Y2007	TC	October	H093	22	None
Y2007	TC	July	H095	19	None
Y2007	TC	August	H095	22	None
Y2007	TC	June	H096	24	None
Y2007	TC	July	H096	27	None
Y2007	TC	August	H096	26	None
Y2007	TC	September	H096	28	None
Y2007	TC	September	H096	23	None
Y2007	TC	October	H096	25	None
Y2007	TC	June	H097	19	None
Y2007	TC	June	H098	20	None
Y2008	HC	September	H1000	22	None
Y2008	HC	October	H1000	23	None
Y2008	HC	October	H1000	25	None
Y2009	HC	September	H1018	20	None
Y2009	HC	September	H1021	27	None
Y2009	HC	September	H1034	25	None
Y2007	TC	August	H104	20	None
Y2007	TC	September	H104	22	None
Y2007	TC	October	H104	24	None
Y2009	HC	September	H1044	31	None
Y2009	HC	September	H1045	24	None
Y2009	HC	September	H1047	18	None
Y2009	HC	September	H1049	20	None
Y2007	TC	July	H106	24	None
Y2009	HC	September	H1061	29	None
Y2010	HC	June	H1083	20	None
Y2010	HC	July	H1083	25	None
Y2010	HC	July	H1083	26	None
Y2010	HC	August	H1083	26	None
Y2009	HC	September	H1086	23	None
Y2009	HC	September	H1097	23	None
Y2006	HC	October	H1102	18	None
Y2006	HC	October	H1104	18	None
Y2007	HC	May	H1107	25	None
Y2006	HC	October	H1109	18	None
Y2007	HC	May	H1109	23	None
Y2007	HC	June	H1109	26	None
Y2007	HC	May	H1110	25	None
Y2006	HC	October	H1114	22	None
Y2007	TC	June	H112	27	None
Y2007	TC	July	H112	26	None
Y2007	TC	August	H112	25	None
Y2007	TC	September	H112	25	None
Y2007	TC	October	H112	22	None
Y2007	HC	May	H1121	27	None
Y2007	HC	June	H1121	25	None
Y2007	HC	May	H1122	27	None
Y2007	HC	June	H1122	26	None
Y2007	HC	July	H1122	28	None
Y2007	HC	July	H1122	30	None
Y2007	HC	May	H1123	30	None
Y2007	HC	June	H1123	28	None
Y2008	HC	October	H1128	20	None
Y2008	HC	October	H1128	25	None
Y2008	HC	October	H1135	19	None
Y2008	HC	October	H1135	21	None
Y2008	HC	October	H1139	17	None
Y2008	HC	October	H1139	21	None
Y2007	TC	June	H114	25	None
Y2007	TC	July	H114	27	None
Y2008	HC	October	H1141	20	None
Y2008	HC	October	H1141	20	None
Y2008	HC	October	H1142	22	None
Y2008	HC	October	H1151	23	None
Y2008	HC	October	H1153	18	None
Y2008	HC	October	H1153	21	None
Y2008	HC	October	H1155	23	None
Y2008	HC	October	H1155	25	None
Y2008	HC	October	H1156	24	None
Y2008	HC	October	H1157	20	None
Y2008	HC	October	H1158	23	None
Y2008	HC	October	H1160	21	None
Y2008	HC	October	H1168	19	None
Y2008	HC	October	H1169	19	None
Y2007	TC	September	H118	18	None
Y2008	HC	October	H1180	25	None
Y2008	HC	October	H1180	24	None
Y2008	HC	October	H1183	22	None
Y2008	HC	October	H1183	22	None
Y2008	HC	October	H1184	25	None
Y2008	HC	October	H1186	21	None
Y2008	HC	October	H1186	23	None
Y2008	HC	October	H1187	19	None
Y2007	TC	September	H119	26	None
Y2007	TC	October	H119	22	None
Y2008	HC	October	H1192	24	None
Y2008	HC	October	H1192	25	None
Y2008	HC	October	H1193	22	None
Y2007	GC	May	H1202	25	None
Y2007	GC	June	H1202	27	None
Y2007	GC	May	H1205	26	None
Y2007	GC	June	H1205	27	None
Y2007	GC	May	H1208	28	None
Y2007	GC	June	H1208	28	None
Y2007	GC	July	H1208	35	None
Y2007	GC	August	H1208	26	None
Y2007	GC	July	H1209	17	None
Y2007	GC	August	H1209	19	None
Y2007	GC	July	H1210	18	None
Y2007	GC	August	H1210	20	None
Y2007	GC	June	H1212	19	None
Y2007	GC	July	H1212	23	None
Y2007	GC	August	H1212	22	None
Y2007	GC	August	H1212	23	None
Y2007	GC	September	H1212	26	None
Y2007	GC	October	H1212	27	None
Y2007	GC	August	H1212	27	None
Y2007	TC	October	H122	23	None
Y2007	GC	May	H1221	26	None
Y2007	GC	June	H1221	26	None
Y2007	GC	July	H1221	27	None
Y2007	GC	August	H1221	26	None
Y2006	GC	August	H1226	25	None
Y2006	GC	August	H1227	24	None
Y2006	GC	August	H1232	23	None
Y2007	GC	June	H1234	26	None
Y2007	GC	July	H1234	28	None
Y2007	GC	August	H1234	26	None
Y2008	TC	August	H124	20	None
Y2008	TC	September	H124	19	None
Y2008	TC	September	H124	19	None
Y2008	TC	October	H124	20	None
Y2008	TC	August	H124	23	None
Y2007	GC	May	H1240	26	None
Y2007	GC	June	H1240	24	None
Y2007	GC	July	H1240	21	None
Y2007	GC	August	H1240	26	None
Y2007	GC	May	H1243	24	None
Y2007	GC	June	H1243	24	None
Y2007	GC	July	H1243	26	None
Y2007	GC	August	H1243	25	None
Y2007	GC	October	H1243	23	None
Y2007	GC	August	H1246	19	None
Y2007	GC	September	H1246	24	None
Y2007	GC	July	H1249	19	None
Y2007	GC	August	H1249	17	None
Y2007	GC	August	H1249	18	None
Y2007	GC	June	H1254	20	None
Y2007	GC	July	H1254	20	None
Y2007	GC	August	H1254	21	None
Y2007	GC	May	H1266	28	None
Y2007	GC	June	H1266	26	None
Y2007	GC	July	H1266	26	None
Y2007	GC	August	H1266	25	None
Y2007	GC	August	H1266	26	None
Y2007	GC	May	H1267	27	None
Y2007	GC	June	H1267	25	None
Y2007	GC	July	H1267	25	None
Y2007	GC	August	H1267	28	None
Y2007	GC	October	H1267	27	None
Y2007	GC	May	H1270	24	None
Y2007	GC	June	H1270	23	None
Y2007	GC	July	H1270	25	None
Y2007	GC	August	H1270	24	None
Y2007	GC	August	H1270	26	None
Y2007	GC	September	H1270	27	None
Y2007	GC	October	H1270	26	None
Y2007	GC	August	H1270	24	None
Y2007	GC	May	H1275	30	None
Y2007	GC	June	H1275	31	None
Y2007	GC	July	H1275	37	None
Y2007	GC	August	H1275	32	None
Y2007	GC	May	H1277	26	None
Y2007	GC	June	H1277	27	None
Y2007	GC	May	H1279	27	None
Y2007	GC	June	H1279	28	None
Y2007	GC	July	H1279	31	None
Y2007	GC	August	H1279	27	None
Y2007	GC	August	H1279	28	None
Y2007	GC	September	H1279	27	None
Y2007	GC	October	H1279	28	None
Y2007	GC	August	H1279	28	None
Y2007	TC	July	H128	18	None
Y2007	TC	August	H128	20	None
Y2006	GC	October	H1297	21	None
Y2006	GC	August	H1300	21	None
Y2007	GC	May	H1305	26	None
Y2007	GC	May	H1307	25	None
Y2007	GC	June	H1316	18	None
Y2007	GC	July	H1316	30	None
Y2007	GC	August	H1316	27	None
Y2007	GC	June	H1326	18	None
Y2007	GC	May	H1327	31	None
Y2007	GC	June	H1327	30	None
Y2007	GC	May	H1338	24	None
Y2007	GC	June	H1338	24	None
Y2007	GC	July	H1338	25	None
Y2007	GC	August	H1338	24	None
Y2007	GC	August	H1338	25	None
Y2007	GC	September	H1338	27	None
Y2007	GC	October	H1338	25	None
Y2007	GC	August	H1338	27	None
Y2007	GC	July	H1346	18	None
Y2007	GC	July	H1359	24	None
Y2007	GC	August	H1359	21	None
Y2007	GC	July	H1360	21	None
Y2007	GC	August	H1368	20	None
Y2007	GC	May	H1370	30	None
Y2007	GC	June	H1370	28	None
Y2007	GC	July	H1370	31	None
Y2007	GC	August	H1370	28	None
Y2007	GC	August	H1370	32	None
Y2007	GC	September	H1370	32	None
Y2007	GC	October	H1370	30	None
Y2007	GC	August	H1370	31	None
Y2007	GC	July	H1376	21	None
Y2007	GC	August	H1376	20	None
Y2007	GC	August	H1377	17	None
Y2007	GC	July	H1379	21	None
Y2007	GC	August	H1379	21	None
Y2007	GC	August	H1379	21	None
Y2007	GC	September	H1379	28	None
Y2007	GC	October	H1379	26	None
Y2007	GC	August	H1379	24	None
Y2007	TC	October	H138	20	None
Y2007	GC	July	H1380	22	None
Y2007	GC	August	H1380	21	None
Y2007	GC	August	H1380	18	None
Y2007	GC	July	H1384	19	None
Y2007	GC	August	H1384	19	None
Y2007	GC	June	H1385	26	None
Y2007	GC	July	H1385	27	None
Y2007	GC	July	H1388	19	None
Y2007	GC	August	H1388	18	None
Y2007	GC	August	H1388	20	None
Y2007	GC	September	H1388	24	None
Y2007	GC	October	H1388	25	None
Y2007	GC	August	H1388	23	None
Y2007	GC	July	H1389	19	None
Y2007	TC	August	H139	16	None
Y2007	TC	September	H139	16	None
Y2007	TC	September	H139	15	None
Y2007	TC	October	H139	19	None
Y2007	GC	July	H1392	20	None
Y2007	GC	August	H1392	20	None
Y2007	GC	August	H1392	19	None
Y2007	GC	August	H1402	21	None
Y2007	GC	August	H1402	22	None
Y2007	GC	September	H1402	25	None
Y2007	GC	October	H1402	24	None
Y2007	GC	August	H1402	26	None
Y2007	GC	August	H1405	19	None
Y2007	GC	August	H1408	14	None
Y2007	GC	August	H1410	19	None
Y2007	GC	July	H1411	19	None
Y2007	GC	August	H1411	17	None
Y2007	GC	August	H1411	20	None
Y2007	GC	September	H1411	19	None
Y2007	GC	October	H1411	21	None
Y2007	GC	August	H1411	21	None
Y2007	GC	July	H1414	23	None
Y2007	GC	August	H1414	20	None
Y2007	GC	June	H1418	19	None
Y2007	GC	June	H1419	18	None
Y2007	GC	July	H1419	24	None
Y2007	GC	August	H1419	22	None
Y2007	TC	July	H142	18	None
Y2007	TC	August	H142	22	None
Y2007	TC	September	H142	19	None
Y2007	TC	September	H142	22	None
Y2007	TC	October	H142	22	None
Y2007	GC	June	H1424	21	None
Y2007	GC	August	H1425	16	None
Y2007	GC	August	H1425	20	None
Y2007	GC	September	H1425	24	None
Y2007	GC	October	H1425	25	None
Y2007	GC	August	H1425	24	None
Y2007	GC	June	H1427	32	None
Y2007	GC	July	H1427	31	None
Y2007	GC	August	H1427	30	None
Y2007	GC	August	H1427	33	None
Y2007	GC	September	H1427	31	None
Y2007	GC	August	H1427	29	None
Y2007	GC	June	H1428	19	None
Y2007	GC	July	H1428	19	None
Y2007	GC	August	H1438	18	None
Y2007	GC	August	H1438	19	None
Y2007	GC	July	H1439	20	None
Y2007	GC	August	H1439	19	None
Y2007	GC	August	H1439	22	None
Y2007	TC	July	H144	20	None
Y2007	TC	August	H144	22	None
Y2007	GC	July	H1442	21	None
Y2007	GC	August	H1442	20	None
Y2007	GC	August	H1442	22	None
Y2007	GC	September	H1442	23	None
Y2007	GC	August	H1450	15	None
Y2007	GC	August	H1450	18	None
Y2007	GC	July	H1456	20	None
Y2007	TC	September	H146	18	None
Y2007	TC	September	H146	19	None
Y2007	TC	October	H146	21	None
Y2007	GC	June	H1461	22	None
Y2007	GC	July	H1466	29	None
Y2007	GC	August	H1466	25	None
Y2007	GC	August	H1466	29	None
Y2007	GC	September	H1466	29	None
Y2007	GC	October	H1466	27	None
Y2007	GC	August	H1466	28	None
Y2007	GC	July	H1467	16	None
Y2007	GC	August	H1467	17	None
Y2007	GC	August	H1467	22	None
Y2007	GC	August	H1468	14	None
Y2007	GC	August	H1468	19	None
Y2007	GC	September	H1468	21	None
Y2007	TC	August	H147	20	None
Y2007	TC	September	H147	21	None
Y2007	GC	July	H1470	23	None
Y2007	GC	August	H1470	22	None
Y2007	GC	August	H1473	16	None
Y2007	GC	June	H1476	18	None
Y2007	GC	July	H1479	21	None
Y2007	GC	August	H1479	20	None
Y2007	GC	August	H1479	20	None
Y2007	GC	June	H1480	18	None
Y2007	GC	June	H1485	19	None
Y2007	GC	July	H1489	21	None
Y2007	GC	July	H1491	20	None
Y2007	GC	August	H1491	21	None
Y2007	GC	July	H1492	19	None
Y2007	GC	August	H1492	17	None
Y2007	GC	August	H1492	19	None
Y2007	GC	September	H1492	20	None
Y2007	GC	October	H1492	22	None
Y2007	GC	June	H1493	17	None
Y2007	GC	July	H1493	20	None
Y2007	GC	July	H1494	20	None
Y2007	GC	August	H1494	17	None
Y2007	GC	August	H1494	19	None
Y2007	GC	September	H1494	21	None
Y2007	GC	October	H1494	24	None
Y2007	GC	August	H1494	24	None
Y2007	GC	July	H1499	19	None
Y2007	GC	July	H1500	19	None
Y2007	GC	July	H1502	18	None
Y2007	GC	August	H1502	21	None
Y2007	TC	July	H151	27	None
Y2007	TC	August	H151	29	None
Y2007	TC	August	H152	18	None
Y2007	TC	September	H152	18	None
Y2007	TC	September	H152	24	None
Y2007	TC	October	H152	21	None
Y2008	TC	June	H152	22	None
Y2008	TC	June	H152	25	None
Y2008	TC	July	H152	25	None
Y2008	TC	August	H152	25	None
Y2008	TC	September	H152	25	None
Y2008	TC	September	H152	29	None
Y2008	TC	October	H152	24	None
Y2008	TC	August	H152	22	None
Y2007	GC	August	H1522	20	None
Y2007	GC	October	H1522	20	None
Y2007	GC	August	H1522	23	None
Y2007	GC	August	H1524	20	None
Y2007	GC	September	H1525	19	None
Y2007	GC	July	H1527	20	None
Y2007	GC	August	H1527	20	None
Y2007	GC	August	H1527	22	None
Y2007	GC	September	H1527	22	None
Y2007	GC	October	H1527	22	None
Y2007	GC	August	H1527	22	None
Y2007	TC	July	H153	20	None
Y2007	TC	August	H153	21	None
Y2007	TC	October	H153	22	None
Y2007	GC	July	H1531	18	None
Y2007	GC	July	H1534	22	None
Y2007	GC	August	H1534	23	None
Y2007	GC	August	H1534	23	None
Y2007	GC	September	H1534	25	None
Y2007	GC	October	H1534	27	None
Y2007	GC	August	H1534	26	None
Y2007	GC	August	H1536	23	None
Y2007	GC	August	H1538	17	None
Y2007	GC	August	H1538	20	None
Y2007	GC	September	H1538	22	None
Y2007	TC	September	H154	16	None
Y2007	GC	August	H1542	21	None
Y2007	GC	September	H1544	16	None
Y2007	GC	October	H1544	19	None
Y2007	GC	September	H1545	18	None
Y2007	GC	October	H1545	21	None
Y2007	GC	August	H1545	22	None
Y2007	GC	September	H1547	23	None
Y2007	GC	August	H1547	21	None
Y2007	GC	August	H1551	17	None
Y2007	GC	August	H1553	18	None
Y2007	GC	August	H1555	20	None
Y2007	GC	August	H1556	17	None
Y2007	GC	August	H1556	20	None
Y2007	GC	August	H1557	18	None
Y2007	TC	August	H156	17	None
Y2007	GC	August	H1560	15	None
Y2007	GC	August	H1561	21	None
Y2007	GC	August	H1563	20	None
Y2007	GC	August	H1563	20	None
Y2007	GC	September	H1563	18	None
Y2007	GC	August	H1567	22	None
Y2007	GC	August	H1568	20	None
Y2007	GC	September	H1568	21	None
Y2007	GC	October	H1568	23	None
Y2007	GC	August	H1568	22	None
Y2007	TC	July	H157	19	None
Y2007	TC	August	H157	20	None
Y2007	TC	September	H157	20	None
Y2007	TC	September	H157	18	None
Y2007	TC	October	H157	20	None
Y2007	GC	August	H1571	20	None
Y2007	GC	October	H1571	21	None
Y2007	GC	September	H1573	19	None
Y2007	GC	October	H1573	23	None
Y2007	GC	August	H1573	20	None
Y2007	GC	July	H1577	20	None
Y2007	GC	August	H1577	20	None
Y2007	GC	July	H1578	28	None
Y2007	GC	August	H1578	26	None
Y2007	TC	August	H158	18	None
Y2007	TC	September	H158	17	None
Y2007	GC	July	H1580	26	None
Y2007	GC	August	H1580	27	None
Y2007	GC	August	H1580	27	None
Y2007	GC	August	H1583	18	None
Y2007	GC	August	H1583	19	None
Y2007	GC	September	H1583	19	None
Y2007	GC	July	H1584	18	None
Y2007	GC	July	H1592	23	None
Y2007	GC	August	H1592	24	None
Y2007	GC	August	H1592	25	None
Y2007	GC	August	H1594	21	None
Y2007	GC	August	H1594	21	None
Y2007	GC	July	H1597	21	None
Y2007	GC	August	H1597	18	None
Y2007	GC	August	H1597	23	None
Y2007	GC	September	H1597	26	None
Y2007	GC	October	H1597	24	None
Y2007	GC	August	H1598	20	None
Y2007	GC	August	H1598	22	None
Y2007	GC	September	H1598	21	None
Y2007	GC	July	H1600	20	None
Y2007	GC	August	H1600	19	None
Y2007	GC	August	H1600	22	None
Y2007	GC	September	H1600	22	None
Y2007	GC	October	H1600	24	None
Y2007	GC	August	H1600	23	None
Y2007	GC	July	H1606	20	None
Y2007	GC	July	H1609	18	None
Y2007	GC	August	H1609	21	None
Y2007	GC	August	H1609	19	None
Y2007	GC	September	H1609	22	None
Y2007	GC	October	H1609	21	None
Y2007	GC	August	H1609	22	None
Y2007	GC	July	H1610	19	None
Y2007	GC	August	H1610	20	None
Y2007	GC	August	H1610	23	None
Y2007	GC	September	H1610	23	None
Y2007	GC	October	H1610	23	None
Y2007	GC	August	H1610	23	None
Y2007	GC	August	H1611	18	None
Y2007	GC	August	H1613	18	None
Y2007	GC	July	H1618	20	None
Y2007	GC	July	H1620	31	None
Y2007	GC	August	H1621	18	None
Y2007	GC	September	H1621	21	None
Y2007	GC	October	H1621	22	None
Y2007	GC	August	H1622	22	None
Y2007	GC	October	H1623	22	None
Y2007	GC	August	H1623	25	None
Y2007	GC	September	H1625	23	None
Y2007	GC	August	H1626	28	None
Y2007	GC	August	H1628	25	None
Y2007	GC	September	H1628	26	None
Y2007	GC	October	H1628	25	None
Y2007	GC	August	H1628	25	None
Y2007	GC	August	H1629	27	None
Y2007	GC	September	H1629	26	None
Y2007	GC	October	H1629	26	None
Y2007	GC	August	H1629	28	None
Y2007	GC	August	H1631	22	None
Y2007	GC	August	H1631	24	None
Y2007	GC	September	H1631	27	None
Y2007	GC	July	H1645	29	None
Y2007	GC	August	H1645	28	None
Y2007	GC	August	H1645	25	None
Y2007	GC	September	H1645	33	None
Y2007	GC	July	H1647	23	None
Y2007	GC	August	H1647	24	None
Y2007	GC	August	H1648	16	None
Y2007	GC	August	H1648	20	None
Y2007	GC	August	H1652	17	None
Y2007	GC	August	H1652	19	None
Y2007	GC	August	H1654	19	None
Y2007	GC	August	H1656	19	None
Y2007	GC	September	H1656	21	None
Y2007	GC	October	H1656	21	None
Y2007	GC	August	H1656	23	None
Y2007	GC	August	H1658	17	None
Y2007	GC	September	H1659	22	None
Y2007	GC	August	H1660	18	None
Y2007	GC	August	H1661	19	None
Y2007	GC	August	H1661	19	None
Y2007	GC	October	H1661	21	None
Y2007	GC	August	H1663	23	None
Y2007	GC	September	H1663	24	None
Y2007	GC	October	H1663	25	None
Y2007	GC	July	H1667	21	None
Y2007	GC	July	H1668	27	None
Y2007	GC	July	H1670	22	None
Y2007	GC	September	H1675	21	None
Y2007	GC	October	H1675	25	None
Y2007	GC	August	H1675	25	None
Y2007	GC	August	H1676	22	None
Y2007	GC	August	H1677	20	None
Y2007	GC	September	H1677	19	None
Y2007	GC	October	H1677	23	None
Y2007	GC	August	H1678	27	None
Y2007	TC	July	H168	16	None
Y2007	TC	September	H168	17	None
Y2007	GC	August	H1680	22	None
Y2007	GC	August	H1680	20	None
Y2007	GC	August	H1683	21	None
Y2007	GC	August	H1686	20	None
Y2007	GC	August	H1688	19	None
Y2007	GC	October	H1689	22	None
Y2007	GC	August	H1689	22	None
Y2007	GC	August	H1693	14	None
Y2007	GC	August	H1704	29	None
Y2007	GC	October	H1707	26	None
Y2007	GC	August	H1711	22	None
Y2007	GC	October	H1711	23	None
Y2007	GC	August	H1711	25	None
Y2007	GC	August	H1714	26	None
Y2007	GC	September	H1714	26	None
Y2007	GC	August	H1716	18	None
Y2007	GC	October	H1719	22	None
Y2007	GC	August	H1719	24	None
Y2008	GC	May	H1719	26	None
Y2008	GC	June	H1719	26	None
Y2008	GC	August	H1719	27	None
Y2008	GC	July	H1719/H1893	26	None
Y2008	GC	August	H1719/H1893	25	None
Y2007	GC	October	H1722	21	None
Y2007	GC	August	H1726	22	None
Y2007	TC	August	H173	19	None
Y2007	TC	September	H173	16	None
Y2007	TC	September	H173	28	None
Y2007	TC	October	H173	20	None
Y2007	GC	August	H1745	22	None
Y2007	TC	August	H175	19	None
Y2007	GC	August	H1751	21	None
Y2008	GC	July	H1752	15	None
Y2008	GC	May	H1753	27	None
Y2008	GC	May	H1755	25	None
Y2008	GC	June	H1755	25	None
Y2007	GC	August	H1758	24	None
Y2007	GC	August	H1761	22	None
Y2007	GC	August	H1769	19	None
Y2007	GC	August	H1770	20	None
Y2008	GC	May	H1774	28	None
Y2008	GC	June	H1774	26	None
Y2008	GC	July	H1774	28	None
Y2008	GC	August	H1774	29	None
Y2008	GC	September	H1774	38	None
Y2008	GC	May	H1775	26	None
Y2008	GC	May	H1777	23	None
Y2008	GC	June	H1777	23	None
Y2008	GC	July	H1777	25	None
Y2008	GC	August	H1777	26	None
Y2008	GC	August	H1777	26	None
Y2008	GC	September	H1777	29	None
Y2008	GC	June	H1784	14	None
Y2008	GC	July	H1784	18	None
Y2008	GC	August	H1784	19	None
Y2008	GC	August	H1784	21	None
Y2008	GC	September	H1784	26	None
Y2008	GC	September	H1786	19	None
Y2008	GC	June	H1793	26	None
Y2008	GC	July	H1793	25	None
Y2008	GC	June	H1794	27	None
Y2008	GC	July	H1794	26	None
Y2008	GC	August	H1794	25	None
Y2008	GC	August	H1794	29	None
Y2008	GC	September	H1794	34	None
Y2008	GC	October	H1794	28	None
Y2008	GC	July	H1800	18	None
Y2008	GC	August	H1800	20	None
Y2008	GC	July	H1803	17	None
Y2008	GC	July	H1806	20	None
Y2008	GC	June	H1810	19	None
Y2008	GC	July	H1810	20	None
Y2008	GC	August	H1810	21	None
Y2008	GC	August	H1810	24	None
Y2008	GC	September	H1810	28	None
Y2008	GC	October	H1810	26	None
Y2008	GC	October	H1810	27	None
Y2008	GC	July	H1813	20	None
Y2008	GC	August	H1813	22	None
Y2008	GC	August	H1813	24	None
Y2008	GC	September	H1813	28	None
Y2008	GC	October	H1813	27	None
Y2008	GC	August	H1816	19	None
Y2008	GC	September	H1816	23	None
Y2008	GC	October	H1816	24	None
Y2008	GC	October	H1816	23	None
Y2008	GC	July	H1817	18	None
Y2008	GC	July	H1818	16	None
Y2008	GC	August	H1818	19	None
Y2008	GC	August	H1818	21	None
Y2008	GC	September	H1818	25	None
Y2007	TC	July	H182	19	None
Y2007	TC	August	H182	22	None
Y2008	GC	July	H1821	20	None
Y2008	GC	August	H1821	22	None
Y2008	GC	August	H1821	23	None
Y2008	GC	September	H1821	22	None
Y2008	GC	October	H1821	26	None
Y2008	GC	August	H1822	20	None
Y2008	GC	September	H1822	20	None
Y2008	GC	July	H1829	22	None
Y2008	GC	August	H1831	24	None
Y2008	GC	August	H1831	24	None
Y2008	GC	September	H1831	25	None
Y2008	GC	August	H1832	20	None
Y2008	GC	August	H1834	20	None
Y2008	GC	August	H1835	18	None
Y2008	GC	September	H1835	20	None
Y2008	GC	August	H1836	24	None
Y2008	GC	September	H1839	18	None
Y2008	GC	September	H1840	19	None
Y2008	GC	October	H1840	21	None
Y2008	GC	October	H1846	18	None
Y2008	GC	October	H1846	18	None
Y2008	GC	October	H1847	20	None
Y2008	GC	October	H1847	20	None
Y2008	GC	October	H1849	17	None
Y2008	GC	October	H1849	18	None
Y2007	TC	June	H185	25	None
Y2007	TC	July	H185	25	None
Y2007	TC	August	H185	25	None
Y2007	TC	September	H185	24	None
Y2007	TC	September	H185	23	None
Y2008	GC	July	H1852	20	None
Y2008	GC	August	H1856	26	None
Y2008	GC	September	H1857	25	None
Y2008	GC	October	H1857	28	None
Y2008	GC	October	H1857	27	None
Y2007	TC	September	H186	18	None
Y2008	GC	October	H1860	22	None
Y2008	GC	September	H1864	25	None
Y2008	GC	October	H1864	21	None
Y2008	GC	October	H1864	22	None
Y2008	GC	September	H1865	22	None
Y2008	GC	October	H1865	24	None
Y2008	GC	October	H1865	24	None
Y2008	GC	October	H1866	19	None
Y2008	GC	October	H1866	18	None
Y2008	GC	September	H1867	16	None
Y2008	GC	October	H1867	20	None
Y2008	GC	October	H1867	20	None
Y2008	GC	October	H1872	24	None
Y2008	GC	August	H1883	23	None
Y2008	GC	August	H1883	23	None
Y2008	GC	September	H1883	28	None
Y2008	GC	August	H1884	18	None
Y2008	GC	August	H1884	19	None
Y2007	TC	August	H189	22	None
Y2007	TC	September	H189	23	None
Y2007	TC	October	H189	23	None
Y2008	GC	August	H1894	18	None
Y2008	GC	September	H1894	20	None
Y2008	GC	October	H1894	20	None
Y2008	GC	August	H1896	16	None
Y2008	GC	August	H1896	18	None
Y2008	GC	September	H1896	21	None
Y2008	GC	October	H1896	23	None
Y2008	GC	October	H1896	22	None
Y2008	GC	August	H1899	18	None
Y2008	GC	August	H1899	19	None
Y2008	GC	September	H1899	28	None
Y2008	GC	October	H1901	23	None
Y2008	GC	October	H1903	18	None
Y2008	GC	October	H1903	21	None
Y2008	GC	October	H1905	20	None
Y2008	GC	October	H1906	21	None
Y2008	GC	October	H1910	24	None
